,,,45070,"Wpłata/wypłata bankowa","PRZELEW EXPRESS ELIXIR PRZYCH.","Przelew rodków",2022-01-21
,,,100000,"Wpłata/wypłata bankowa","PRZELEW EXPRESS ELIXIR PRZYCH.","Przelew rodków",2022-01-21
,,,100000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","ZA FAKTURE",2022-01-21
,,,20000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","ZA FAKTURE",2022-02-01
,,,27000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","ZA FAKTURE",2022-02-02
,,,5000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY",PRZELEW,2022-02-04
,,,10359.68,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/1937,18/IDC/5340206016/INV/PRO FORMA 675/01/2022/TXT/PRZELEW RODKÓW",2022-02-04
,,,10359.68,"Wpłata/wypłata bankowa","STORNO OBCIĽŻENIA","ANULOWANIE PRZELEWU",2022-02-04
,,,3000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY",PRZELEW,2022-02-04
,,,10000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY",PRZELEW,2022-02-10
,,,70000,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY","PRZELEW RODKÓW",2022-03-04
,,,20000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-03-04
,,,110900.17,"Wpłata/wypłata bankowa","PP/PRZELEW WEWNĘTRZNY PRZYCHODZĽCY"," !! QQ24962QQ /VAT/20737,43/IDC/8982272269/INV/PROFORMA 1/STA/03/2022",2022-03-07
,,,20737.43,"Wpłata/wypłata bankowa","PP/PRZELEW VAT WYCHODZĽCY TECHN.","/VAT/20737,43/IDC/8982272269/INV/PROFORMA 1/STA/03/2022",2022-03-07
,,,20737.43,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/20738,05/IDC/5811702158/INV/PROFORMA ZO/G_G/2022/03/000073/TXT/PRZELEW RODKÓW",2022-03-07
,,,110903.47,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/20738,05/IDC/5811702158/INV/PROFORMA ZO/G_G/2022/03/000073/TXT/PRZELEW RODKÓW",2022-03-07
,,,20000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-03-07
,,,20000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-03-10
,,,2042.85,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","PROFORMA PRO/QQ25070QQ/03/2022",2022-03-22
,,,1315.6,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY"," !! QQ25328QQ",2022-03-22
,,,2898,"Wpłata/wypłata bankowa","PP/PRZELEW WEWNĘTRZNY WYCHODZĽCY","/VAT/541,90/IDC/5991620538/INV/602/2022/TXT/PRZELEW RODKÓW",2022-03-23
,,,613.77,"Wpłata/wypłata bankowa","BLIK ZAKUP E-COMMERCE",WWW.ARTOIT.PL,2022-03-23
,,,1118.95,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25343QQ,2022-03-23
,,,8782.16,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25319QQ,2022-03-24
,,,90.58,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25381QQ,2022-03-24
,,,1711.86,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","ZAPŁATA ZA FV PRO FORMA PRO/QQ25360QQ/03/2022 z dnia 23.03.2022",2022-03-24
,,,10847.55,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY"," !! QQ25403QQ IZOLINE  FASADA  BOZENA BOCHNIA CHLEBNA 4 38-460 JEDLICZE",2022-03-24
,,,0.01,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY"," !! QQ25403QQ QQ25403QQ IZOLINE  FASADA  BOZENA BOCHNIA CHLEBNA 4 38-460 JEDLICZE  BRAK CIAGU ZNAKÓW DO ZAMÓWIENIA PRO/QQ25403/03/2022",2022-03-24
,,,11149.7,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/2084,90/IDC/8940005523/INV/T24350304/TXT/PRZELEW RODKÓW",2022-03-25
,,,8712.6,"Wpłata/wypłata bankowa","PP/PRZELEW WEWNĘTRZNY PRZYCHODZĽCY","/VAT/1628,94/IDC/8982272269/INV/PROFORMA /QQ25352QQ/03/2022",2022-03-25
,,,1628.94,"Wpłata/wypłata bankowa","PP/PRZELEW VAT WYCHODZĽCY TECHN.","/VAT/1628,94/IDC/8982272269/INV/PROFORMA /QQ25352QQ/03/2022",2022-03-25
,,,9721.7,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","QQ25391QQ ZA STYROPIAN             PRO/QQ25391QQ/03/2022",2022-03-25
,,,341.94,"Wpłata/wypłata bankowa","BLIK ZAKUP E-COMMERCE",AUTENTI.COM,2022-03-25
,,,150.76,"Wpłata/wypłata bankowa","BLIK ZAKUP","LIDL LIPOWA",2022-03-25
,,,11561.49,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","!! QQ25420QQ ",2022-03-28
,,,2043.35,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25289QQ,2022-03-28
,,,13699.48,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25480QQ,2022-03-29
,,,683.02,"Wpłata/wypłata bankowa","PRZELEW EXPRESS ELIXIR PRZYCH.",QQ25319QQ,2022-03-29
,,,30000,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY","PRZELEW RODKÓW",2022-03-30
,,,83727,"Wpłata/wypłata bankowa","OBCIĽŻ. NATYCH. TRANSAKCJA WALUT.",,2022-03-30
,,,1628.94,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/1798,92/IDC/8220010855/INV/PRO FORMA P/FP/055/0322/TXT/PRZELEW RODKÓW",2022-03-30
,,,9620.29,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/1798,92/IDC/8220010855/INV/PRO FORMA P/FP/055/0322/TXT/PRZELEW RODKÓW",2022-03-30
,,,10000,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY","PRZELEW RODKÓW",2022-03-30
,,,11384.72,"Wpłata/wypłata bankowa","PP/PRZELEW WEWNĘTRZNY WYCHODZĽCY","/VAT/2128,85/IDC/7390102047/INV/PROFORMA 3ZOK/22/03/1320/TXT/PRZELEW RODKÓW",2022-03-31
,,,20000,"Wpłata/wypłata bankowa","PP/PRZELEW EXPRESS ELIXIR PRZYCH."," !! QQ25555QQ /VAT/3739,84/IDC/8982272269/INV/FL 1/STA/03/2022/TXT/FL 1/STA/03/2022",2022-03-31
,,,3739.84,"Wpłata/wypłata bankowa","PP/PRZELEW VAT WYCHODZĽCY TECHN.","/VAT/3739,84/IDC/8982272269/INV/FL 1/STA/03/2022/TXT/FL 1/STA/03/2022",2022-03-31
,,,3739.84,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/8349,00/IDC/8940005523/INV/FAKTURA PROFORMA SIATKA/TXT/PRZELEW RODKÓW",2022-03-31
,,,24649,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/8349,00/IDC/8940005523/INV/FAKTURA PROFORMA SIATKA/TXT/PRZELEW RODKÓW",2022-03-31
,,,2362.95,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY",QQ25359QQ,2022-03-31
,,,35350,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY"," !! QQ25555QQ /VAT/6610,16/IDC/8982272269/INV/FL 1/STA/03/2022/TXT/FL 1/STA/03/2022",2022-03-31
,,,6610.16,"Wpłata/wypłata bankowa","PP/PRZELEW VAT WYCHODZĽCY TECHN.","/VAT/6610,16/IDC/8982272269/INV/FL 1/STA/03/2022/TXT/FL 1/STA/03/2022",2022-03-31
,,,703,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",PRO/QQ25601QQ/03/2022,2022-03-31
,,,2196.91,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/2196,91/IDC/9522133325/INV/2022/03/M1/000000029/TXT/PRZELEW RODKÓW",2022-03-31
,,,11748.71,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/2196,91/IDC/9522133325/INV/2022/03/M1/000000029/TXT/PRZELEW RODKÓW",2022-03-31
,,,20000,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY WYCHODZĽCY","PROFORMA ZA SIATKE",2022-03-31
,,,1385.22,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","/VAT/258,80/IDC/8982272269/INV/PRO/QQ25602QQ/03/2022",2022-04-04
,,,258.8,"Wpłata/wypłata bankowa","PP/PRZELEW VAT WYCHODZĽCY TECHN.","/VAT/258,80/IDC/8982272269/INV/PRO/QQ25602QQ/03/2022",2022-04-04
,,,4760.04,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","/VAT/889,91/IDC/8982272269/INV/PRO/QQ25625QQ/03/2022",2022-04-04
,,,889.91,"Wpłata/wypłata bankowa","PP/PRZELEW VAT WYCHODZĽCY TECHN.","/VAT/889,91/IDC/8982272269/INV/PRO/QQ25625QQ/03/2022",2022-04-04
,,,900.53,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","/VAT/168,12/IDC/ 8982272269/INV/PRO/QQ25433QQ/03/2022",2022-04-04
,,,168.12,"Wpłata/wypłata bankowa","PP/PRZELEW VAT WYCHODZĽCY TECHN.","/VAT/168,12/IDC/ 8982272269/INV/PRO/QQ25433QQ/03/2022",2022-04-04
,,,1389.38,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",PRO/QQ25655QQ/04/2022,2022-04-04
,,,1483.4,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY"," QQ25408QQ",2022-04-04
,,,226.18,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY"," QQ25712QQ",2022-04-04
,,,239.18,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY"," !! QQ25751QQ 25751QQ",2022-04-05
,,,612.85,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY"," QQ25733QQ ",2022-04-05
,,,2931.4,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","QQ25711QQ Proforma PRO/QQ25711QQ/04/2022",2022-04-05
,,,1574.88,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",PRO/QQ25707QQ/04/2022,2022-04-05
,,,207,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/207,00/IDC/9121001055/INV/21/2022/TXT/PRZELEW RODKÓW",2022-04-06
,,,1107,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/207,00/IDC/9121001055/INV/21/2022/TXT/PRZELEW RODKÓW",2022-04-06
,,,398.46,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/398,46/IDC/8862570691/INV/411/2022/TXT/PRZELEW RODKÓW",2022-04-06
,,,2130.88,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/398,46/IDC/8862570691/INV/411/2022/TXT/PRZELEW RODKÓW",2022-04-06
,,,1214.45,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25752QQ,2022-04-06
,,,2667.6,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ24731QQ,2022-04-06
,,,500,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25771QQ,2022-04-06
,,,1072.74,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",PRO/QQ25843QQ/04/2022,2022-04-07
,,,4000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-08
,,,19000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-08
,,,9246.3,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25771QQ,2022-04-08
,,,4502.74,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","PROFORMA PRO/QQ25895QQ/04/2022",2022-04-08
,,,2532.65,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/2532,65/IDC/6270012306/INV/FP 4000002/2022/TXT/PRZELEW RODKÓW",2022-04-11
,,,13544.15,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/2532,65/IDC/6270012306/INV/FP 4000002/2022/TXT/PRZELEW RODKÓW",2022-04-11
,,,1320.92,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",PRO/QQ25908QQ/04/2022,2022-04-11
,,,655.5,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",PRO/QQ25860QQ/04/2022,2022-04-11
,,,1518.54,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25920QQ,2022-04-11
,,,4800,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY","PRZELEW RODKÓW",2022-04-11
,,,1700,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY","PRZELEW RODKÓW",2022-04-11
,,,-10847.56,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY"," !!! !! zwrot ZZ25403ZZ zwrot PRZELEW RODKÓW",2022-04-11
,,,23896.52,"Wpłata/wypłata bankowa","UZNANIE NATYCH. TRANSAKCJA WALUT.",,2022-04-11
,,,1500,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-11
,,,12000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-12
,,,1751.36,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/1751,36/IDC/6270012306/INV/FP 4000005/2022/TXT/PRZELEW RODKÓW",2022-04-12
,,,9365.96,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/1751,36/IDC/6270012306/INV/FP 4000005/2022/TXT/PRZELEW RODKÓW",2022-04-12
,,,414,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/414,00/IDC/6572954927/INV/0005/04/2022/TXT/PRZELEW RODKÓW",2022-04-12
,,,2214,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/414,00/IDC/6572954927/INV/0005/04/2022/TXT/PRZELEW RODKÓW",2022-04-12
,,,247.16,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY",QQ25958QQ,2022-04-12
,,,30978.26,"Wpłata/wypłata bankowa","PP/PRZELEW WEWNĘTRZNY PRZYCHODZĽCY","/VAT/5783,60/IDC/8982272269/INV/PRO/QQ25717QQ/04/2022/TXT/PROFORMA Z DNIA 12.04.2022",2022-04-12
,,,5783.6,"Wpłata/wypłata bankowa","PP/PRZELEW VAT WYCHODZĽCY TECHN.","/VAT/5783,60/IDC/8982272269/INV/PRO/QQ25717QQ/04/2022/TXT/PROFORMA Z DNIA 12.04.2022",2022-04-12
,,,287.48,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/287,48/IDC/8940005523/INV/22/9001/SD/019195/TXT/PRZELEW RODKÓW",2022-04-13
,,,1537.4,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/287,48/IDC/8940005523/INV/22/9001/SD/019195/TXT/PRZELEW RODKÓW",2022-04-13
,,,1760.88,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/1760,88/IDC/8220010855/INV/PRO FORMA PL/FP/079/0422/TXT/PRZELEW RODKÓW",2022-04-13
,,,9416.88,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/1760,88/IDC/8220010855/INV/PRO FORMA PL/FP/079/0422/TXT/PRZELEW RODKÓW",2022-04-13
,,,1774.32,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25984QQ/04/2022,2022-04-13
,,,17653.4,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25877QQ,2022-04-14
,,,3284.4,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/3284,40/IDC/6270012306/INV/FP 4000005/2022/TXT/PRZELEW RODKÓW",2022-04-15
,,,17564.4,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/3284,40/IDC/6270012306/INV/FP 4000005/2022/TXT/PRZELEW RODKÓW",2022-04-15
,,,5353.97,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","QQ26023QQ  PRO/QQ26023QQ/04/2 BROŻEK TOMASZ ZAKŁAD OGÓLNOBUDOWLANY STRZYŻEWO KOCIELNE 16B 62-200 STRZYŻEWO KOCIELNE NIP: 7841949433",2022-04-15
,,,287.48,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/287,48/IDC/8940005523/INV/22/9001/SD/020928/TXT/PRZELEW RODKÓW",2022-04-15
,,,1537.4,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/287,48/IDC/8940005523/INV/22/9001/SD/020928/TXT/PRZELEW RODKÓW",2022-04-15
,,,10000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-15
,,,13261.18,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25697QQ,2022-04-15
,,,589.97,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/2461,16/IDC/6070037201/INV/PROFORMA 694/A/2022/TXT/PRZELEW RODKÓW",2022-04-20
,,,13161.86,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/2461,16/IDC/6070037201/INV/PROFORMA 694/A/2022/TXT/PRZELEW RODKÓW",2022-04-20
,,,223.87,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY"," !! QQ26086QQ ""26086QQ""",2022-04-20
,,,13000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-25
,,,500,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ25941QQ,2022-04-25
,,,500,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ26044QQ,2022-04-25
,,,7700,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-25
,,,47938,"Wpłata/wypłata bankowa","PP/PRZELEW WEWNĘTRZNY PRZYCHODZĽCY"," !! QQ59666QQ /VAT/8964,02/IDC/8982272269/INV/26/04/2022",2022-04-25
,,,8964.02,"Wpłata/wypłata bankowa","PP/PRZELEW VAT WYCHODZĽCY TECHN.","/VAT/8964,02/IDC/8982272269/INV/26/04/2022",2022-04-25
,,,2496.53,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ26132QQ,2022-04-25
,,,20000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-26
,,,20000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-26
,,,385.71,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ26117QQ,2022-04-26
,,,2327.53,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ26141QQ,2022-04-27
,,,12729.48,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","PRO/QQ26060QQ/04/2022 - 50 PROC.",2022-04-27
,,,9416.88,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",SZ/FZK/0001/0422,2022-04-28
,,,596.48,"Wpłata/wypłata bankowa","PRZELEW EXPRESS ELIXIR PRZYCH."," !! QQ26096QQ 34/sta/04/2022",2022-04-29
,,,1075.18,"Wpłata/wypłata bankowa","PRZELEW EXPRESS ELIXIR PRZYCH."," !! QQ26095QQ 33/sta/04/2022",2022-04-29
,,,969.28,"Wpłata/wypłata bankowa","PRZELEW EXPRESS ELIXIR PRZYCH."," !! QQ26094QQ 32/sta/04/2022",2022-04-29
,,,603.71,"Wpłata/wypłata bankowa","PRZELEW EXPRESS ELIXIR PRZYCH."," !! QQ26093QQ  31/sta/04/2022",2022-04-29
,,,12107.05,"Wpłata/wypłata bankowa","PRZELEW EXPRESS ELIXIR PRZYCH."," !! QQ25959QQ 330/sta/04/2022",2022-04-29
,,,598.4,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","/VAT/112,01/IDC/8982272269/INV/PRO/QQ26068QQ/04/2022",2022-04-29
,,,112.01,"Wpłata/wypłata bankowa","PP/PRZELEW VAT WYCHODZĽCY TECHN.","/VAT/112,01/IDC/8982272269/INV/PRO/QQ26068QQ/04/2022",2022-04-29
,,,1500,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-29
,,,34000,"Wpłata/wypłata bankowa","PRZELEW WŁASNY","PRZELEW RODKÓW",2022-04-29
,,,1,"Wpłata/wypłata bankowa","PRZELEW MTRANSFER WYCHODZACY","P24-F1B-N0N-R8Y WWW.ALLEGRO.PL",2022-04-29
,,,7656,"Wpłata/wypłata bankowa","PP/PRZELEW VAT PRZYCHODZĽCY TECHN.","/VAT/7656,00/IDC/9522126549/INV/PROFORMA PL/FP/079/0422/TXT/PRZELEW RODKÓW",2022-05-01
,,,9416.88,"Wpłata/wypłata bankowa","PP/PRZELEW ZEWNĘTRZNY WYCHODZĽCY","/VAT/7656,00/IDC/9522126549/INV/PROFORMA PL/FP/079/0422/TXT/PRZELEW RODKÓW",2022-05-01
,,,1,"Wpłata/wypłata bankowa","PRZELEW WEWNĘTRZNY PRZYCHODZĽCY","106010946:PRZELEWY24 ZWROT P24-F1B-N0N-R8Y",2022-05-02
,,,14347.22,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ26161QQ,2022-05-04
,,,16177.6,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ26233QQ,2022-05-06
,,,1674.68,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY","nr faktury PRO/QQ26242QQ/05/2022",2022-05-06
,,,1000,"Wpłata/wypłata bankowa","BLIK WYPŁATA ATM WSK. SIECI","05242 3039N6684C",2022-05-07
,,,25660.32,"Wpłata/wypłata bankowa","PRZELEW ZEWNĘTRZNY PRZYCHODZĽCY",QQ26249QQ,2022-05-09
